,OR,pval,p_adj,genes,source
S-adenosylmethionine-dependent methyltransferase activity,1.1705153949129852,0.585853450655277,1.0,ALKBH8,Pure_NetAn_GO
regulation of TOR signaling,1.1705153949129852,0.585853450655277,1.0,TMEM127,Pure_NetAn_GO
sex differentiation,1.1705153949129852,0.585853450655277,1.0,CYP17A1,Pure_NetAn_GO
neutrophil activation,1.1705153949129852,0.585853450655277,1.0,CCL5,Pure_NetAn_GO
solute:inorganic anion antiporter activity,1.1705153949129852,0.585853450655277,1.0,SLC4A1,Pure_NetAn_GO
inner ear receptor cell stereocilium organization,1.1705153949129852,0.585853450655277,1.0,MKS1,Pure_NetAn_GO
calcium ion import,1.1705153949129852,0.585853450655277,1.0,CACNA1G,Pure_NetAn_GO
auditory receptor cell stereocilium organization,1.1705153949129852,0.585853450655277,1.0,MYO7A,Pure_NetAn_GO
negative regulation of gluconeogenesis,1.1705153949129852,0.585853450655277,1.0,KAT2A,Pure_NetAn_GO
negative regulation of interleukin-12 production,1.1705153949129852,0.585853450655277,1.0,CCR7,Pure_NetAn_GO
inclusion body,1.1705153949129852,0.585853450655277,1.0,HAP1,Pure_NetAn_GO
regulation of axonogenesis,1.1705153949129852,0.585853450655277,1.0,RET,Pure_NetAn_GO
positive regulation of vascular endothelial growth factor receptor signaling pathway,1.1705153949129852,0.585853450655277,1.0,ITGB3,Pure_NetAn_GO
microtubule polymerization,1.1705153949129852,0.585853450655277,1.0,MAPT,Pure_NetAn_GO
surfactant homeostasis,1.1705153949129852,0.585853450655277,1.0,NKIRAS2,Pure_NetAn_GO
attachment of spindle microtubules to kinetochore,1.1705153949129852,0.585853450655277,1.0,TEX14,Pure_NetAn_GO
dynein complex,1.1705153949129852,0.585853450655277,1.0,DNAH2,Pure_NetAn_GO
cellular response to estrogen stimulus,1.1705153949129852,0.585853450655277,1.0,RARA,Pure_NetAn_GO
regulation of Notch signaling pathway,1.1705153949129852,0.585853450655277,1.0,NLE1,Pure_NetAn_GO
retinoic acid-responsive element binding,1.1705153949129852,0.585853450655277,1.0,RARA,Pure_NetAn_GO
neural retina development,1.1705153949129852,0.585853450655277,1.0,PER1,Pure_NetAn_GO
negative regulation of toll-like receptor signaling pathway,1.1705153949129852,0.585853450655277,1.0,GPS2,Pure_NetAn_GO
gap junction channel activity,1.1705153949129852,0.585853450655277,1.0,GJC1,Pure_NetAn_GO
protein-DNA complex,1.027674960166687,0.5862850902999839,1.0,"JUP, MED1",Pure_NetAn_GO
positive regulation of ERK1 and ERK2 cascade,0.9670278030240437,0.5864993206017146,1.0,"ACTA2, BRAF, CCL3, CCR7, EGFR, ITGB3, PDGFD, PHB1, SHC1",Pure_NetAn_GO
nuclear envelope,0.9670278030240437,0.5864993206017146,1.0,"ATR, CTDNEP1, FANCL, GHDC, KPNB1, LRRC59, RNF43, SLC22A18, SRSF1",Pure_NetAn_GO
microtubule binding,0.9644360057348781,0.5897823904545524,1.0,"APC, CEP57, CRYAB, FMN1, GABARAP, GAS2L1, GAS2L2, KIF18B, KIF2B, MAPT, NEFH, PLK1",Pure_NetAn_GO
circadian rhythm,0.9874402665995976,0.5905646687557689,1.0,"BECN1, EGFR, PER1",Pure_NetAn_GO
peroxisomal membrane,0.9874402665995976,0.5905646687557689,1.0,"ATAD1, NBR1, PEX12",Pure_NetAn_GO
mitotic cytokinesis,0.9874402665995976,0.5905646687557689,1.0,"APC, AURKB, PLK1",Pure_NetAn_GO
transcription corepressor activity,0.9620727922891963,0.5923743255375007,1.0,"EZH1, GPS2, MED1, N4BP2L2, NPAT, PHB1, SUFU, TOB1, YAP1",Pure_NetAn_GO
tRNA binding,0.9684342118970726,0.5957358018536303,1.0,"ALKBH8, ELP5, SLFN11, SLFN13",Pure_NetAn_GO
epigenetic regulation of gene expression,1.0031586503948313,0.5988892144095302,1.0,"HDAC5, PHB1",Pure_NetAn_GO
response to retinoic acid,1.0031586503948313,0.5988892144095302,1.0,"RARA, WNT9B",Pure_NetAn_GO
phosphoprotein phosphatase activity,1.0031586503948313,0.5988892144095302,1.0,"CTDNEP1, PTEN",Pure_NetAn_GO
negative regulation of SMAD protein signal transduction,1.0031586503948313,0.5988892144095302,1.0,"NOG, XBP1",Pure_NetAn_GO
blood vessel development,1.0031586503948313,0.5988892144095302,1.0,"COL1A1, DLX3",Pure_NetAn_GO
protein serine/threonine kinase activator activity,0.9722024454418821,0.6006774851983359,1.0,"DBF4B, NBN, RAD50",Pure_NetAn_GO
motile cilium,0.9573405425219942,0.6010623318035776,1.0,"ACTA2, CFAP300, DNAAF19, DNAH2, DUSP3",Pure_NetAn_GO
actin filament,0.9573835027007233,0.6044062572031239,1.0,"FMN1, GAS2L1, GAS2L2, LCP1",Pure_NetAn_GO
mitochondrial intermembrane space,0.9573835027007233,0.6044062572031239,1.0,"AKT1, FKBP10, NBR1, TIMM8B",Pure_NetAn_GO
outer kinetochore,1.108856478545762,0.6046380423343036,1.0,PLK1,Pure_NetAn_GO
organic anion transport,1.108856478545762,0.6046380423343036,1.0,SLC19A1,Pure_NetAn_GO
neuron maturation,1.108856478545762,0.6046380423343036,1.0,RET,Pure_NetAn_GO
triacylglycerol lipase activity,1.108856478545762,0.6046380423343036,1.0,LIPF,Pure_NetAn_GO
eye photoreceptor cell development,1.108856478545762,0.6046380423343036,1.0,MYO7A,Pure_NetAn_GO
D-glucose import,1.108856478545762,0.6046380423343036,1.0,SLC2A4,Pure_NetAn_GO
chloride transmembrane transporter activity,1.108856478545762,0.6046380423343036,1.0,SLC4A1,Pure_NetAn_GO
vesicle transport along microtubule,1.108856478545762,0.6046380423343036,1.0,HAP1,Pure_NetAn_GO
positive regulation of cardiac muscle cell apoptotic process,1.108856478545762,0.6046380423343036,1.0,TP53,Pure_NetAn_GO
single-stranded DNA helicase activity,1.108856478545762,0.6046380423343036,1.0,RAD51,Pure_NetAn_GO
neural crest cell development,1.108856478545762,0.6046380423343036,1.0,BMPR1A,Pure_NetAn_GO
fibroblast migration,1.108856478545762,0.6046380423343036,1.0,AKT1,Pure_NetAn_GO
negative regulation of amyloid precursor protein biosynthetic process,1.108856478545762,0.6046380423343036,1.0,AATF,Pure_NetAn_GO
peroxisome organization,1.108856478545762,0.6046380423343036,1.0,PEX12,Pure_NetAn_GO
positive regulation of proteolysis,1.108856478545762,0.6046380423343036,1.0,PLK1,Pure_NetAn_GO
actin filament-based movement,1.108856478545762,0.6046380423343036,1.0,MYO7A,Pure_NetAn_GO
regulation of epithelial cell proliferation,1.108856478545762,0.6046380423343036,1.0,PGR,Pure_NetAn_GO
response to antibiotic,1.108856478545762,0.6046380423343036,1.0,TP53,Pure_NetAn_GO
cartilage condensation,1.108856478545762,0.6046380423343036,1.0,THRA,Pure_NetAn_GO
endoplasmic reticulum calcium ion homeostasis,1.108856478545762,0.6046380423343036,1.0,HERPUD1,Pure_NetAn_GO
sodium ion binding,1.108856478545762,0.6046380423343036,1.0,SLC34A2,Pure_NetAn_GO
animal organ development,1.108856478545762,0.6046380423343036,1.0,FXR2,Pure_NetAn_GO
platelet alpha granule,1.108856478545762,0.6046380423343036,1.0,STXBP1,Pure_NetAn_GO
K63-linked deubiquitinase activity,1.108856478545762,0.6046380423343036,1.0,STAMBPL1,Pure_NetAn_GO
chondroitin sulfate biosynthetic process,1.108856478545762,0.6046380423343036,1.0,XYLT2,Pure_NetAn_GO
DNA-binding transcription activator activity,1.108856478545762,0.6046380423343036,1.0,HSF5,Pure_NetAn_GO
actin filament organization,0.9500542476271405,0.6063178109527823,1.0,"BCAR1, MYO19, MYO7A, PPP1R9B, RND2, SAMD14",Pure_NetAn_GO
mitochondrial matrix,0.9567298754415319,0.6070532661423264,1.0,"ACADVL, ACAT1, ACSF2, CDKN2A, COASY, CPS1, DLAT, FDX1, GLUD1, MRM1, NAGS, NDUFAB1, NIPSNAP1, PDK2, RAD51, SDHA, SHC1, TK2, TP53",Pure_NetAn_GO
secretory granule lumen,0.9486704446381866,0.6087614275254069,1.0,"EPX, GHDC, GIP, NME2, PSMD3",Pure_NetAn_GO
negative regulation of transcription by RNA polymerase II,0.9660516071651548,0.6091122078812683,1.0,"AURKB, CDC73, CDKN2A, CHD3, DLX4, EZH1, GPS2, HDAC5, HES7, HEXIM1, HEXIM2, HNF1B, HOXB13, HOXB3, HOXB4, HOXB8, JUN, KAT2A, MED1, MEN1, MITF, MLX, MMP12, N4BP2L2, NFE2L1, NOG, NR1D1, PCGF2, PER1, PHB1, PLK1, RARA, RPL23, SOX15, SP2, STAT3, SUFU, SUPT4H1, TBX21, THRA, TP53, XBP1, YAP1, ZBTB4",Pure_NetAn_GO
visual perception,0.947505060728745,0.6097575405364899,1.0,"AOC2, COL18A1, COL1A1, GJC1, GPR179, GUCY2D, KRT12, MYO7A, TYR",Pure_NetAn_GO
basal plasma membrane,0.9574263764404609,0.6106245296759379,1.0,"ABCC3, EGFR, ERBB2",Pure_NetAn_GO
extracellular matrix structural constituent conferring tensile strength,0.9797826341007363,0.6112019815932086,1.0,"COL18A1, COL1A1",Pure_NetAn_GO
immune system process,0.9797826341007363,0.6112019815932086,1.0,"CD300LG, SLFN11",Pure_NetAn_GO
protein phosphatase inhibitor activity,0.9797826341007363,0.6112019815932086,1.0,"PPP1R1B, PPP1R9B",Pure_NetAn_GO
DNA-templated DNA replication,0.9797826341007363,0.6112019815932086,1.0,"POLD1, POLE",Pure_NetAn_GO
axon,0.9510496159791917,0.6116816827544104,1.0,"ADAM11, BCAR1, CNTN5, CRYAB, CTNNA2, CYP17A1, MAPT, MTMR2, NEFH, NF1, NLGN2, RET, SEPTIN4, SRCIN1, STXBP1",Pure_NetAn_GO
regulation of DNA-templated transcription,0.9581398201070989,0.6117783710290805,1.0,"ASCC2, BRCA2, CHD3, CHEK2, CKS1B, DLX4, DVL2, EWSR1, HOXB1, HOXB7, KAT2A, KAT7, MITF, MLLT6, MLX, PGR, PHB1, POLR2A, SOX15, STAT3, SUFU, SUPT4H1, TADA2A, TP53, ZBTB4, ZNHIT3",Pure_NetAn_GO
manganese ion binding,0.9430913841256494,0.620404203405486,1.0,"MRE11, WRN, XYLT2",Pure_NetAn_GO
mRNA transport,0.9430913841256494,0.620404203405486,1.0,"FXR2, IGF2BP1, SRSF1",Pure_NetAn_GO
peptidase activity,0.9360187982544478,0.6214036462000909,1.0,"BAP1, MMP1, MMP3, MMP8",Pure_NetAn_GO
excitatory postsynaptic potential,0.9360187982544478,0.6214036462000909,1.0,"AKT1, CHRNB1, HCRT, MPP2",Pure_NetAn_GO
melanocyte differentiation,1.053363453815261,0.622571430495937,1.0,MITF,Pure_NetAn_GO
microtubule plus-end binding,1.053363453815261,0.622571430495937,1.0,APC,Pure_NetAn_GO
ceramide metabolic process,1.053363453815261,0.622571430495937,1.0,ORMDL3,Pure_NetAn_GO
central nervous system neuron development,1.053363453815261,0.622571430495937,1.0,MAPT,Pure_NetAn_GO
negative regulation of T cell activation,1.053363453815261,0.622571430495937,1.0,DUSP3,Pure_NetAn_GO
negative regulation of toll-like receptor 4 signaling pathway,1.053363453815261,0.622571430495937,1.0,NR1D1,Pure_NetAn_GO
piRNA processing,1.053363453815261,0.622571430495937,1.0,PIWIL4,Pure_NetAn_GO
positive regulation of ATP-dependent activity,1.053363453815261,0.622571430495937,1.0,MYL4,Pure_NetAn_GO
phospholipid scramblase activity,1.053363453815261,0.622571430495937,1.0,PLSCR3,Pure_NetAn_GO
endopeptidase activator activity,1.053363453815261,0.622571430495937,1.0,PSME3,Pure_NetAn_GO
positive regulation by host of viral transcription,1.053363453815261,0.622571430495937,1.0,JUN,Pure_NetAn_GO
integrator complex,1.053363453815261,0.622571430495937,1.0,INTS2,Pure_NetAn_GO
cardiac muscle cell differentiation,1.053363453815261,0.622571430495937,1.0,KDM6B,Pure_NetAn_GO
negative regulation of receptor signaling pathway via JAK-STAT,1.053363453815261,0.622571430495937,1.0,NF2,Pure_NetAn_GO
calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules,1.053363453815261,0.622571430495937,1.0,CLDN7,Pure_NetAn_GO
calyx of Held,1.053363453815261,0.622571430495937,1.0,TSPOAP1,Pure_NetAn_GO
positive regulation of macrophage derived foam cell differentiation,1.053363453815261,0.622571430495937,1.0,ALOX15B,Pure_NetAn_GO
positive regulation of lipid biosynthetic process,1.053363453815261,0.622571430495937,1.0,AKT1,Pure_NetAn_GO
positive regulation of macrophage chemotaxis,1.053363453815261,0.622571430495937,1.0,CCL5,Pure_NetAn_GO
lymph node development,1.053363453815261,0.622571430495937,1.0,IL7R,Pure_NetAn_GO
establishment of endothelial barrier,1.053363453815261,0.622571430495937,1.0,RDX,Pure_NetAn_GO
translation elongation factor activity,1.053363453815261,0.622571430495937,1.0,EIF5A,Pure_NetAn_GO
protein serine/threonine kinase inhibitor activity,1.053363453815261,0.622571430495937,1.0,AKT1,Pure_NetAn_GO
protein disulfide isomerase activity,1.053363453815261,0.622571430495937,1.0,ITGB3,Pure_NetAn_GO
P granule,1.053363453815261,0.622571430495937,1.0,PIWIL4,Pure_NetAn_GO
positive regulation of protein metabolic process,1.053363453815261,0.622571430495937,1.0,AKT1,Pure_NetAn_GO
positive regulation of type I interferon-mediated signaling pathway,1.053363453815261,0.622571430495937,1.0,MMP12,Pure_NetAn_GO
protein localization to chromatin,1.053363453815261,0.622571430495937,1.0,PLK1,Pure_NetAn_GO
regulation of mitotic spindle organization,1.053363453815261,0.622571430495937,1.0,GPSM2,Pure_NetAn_GO
kinesin complex,0.9574691640018274,0.6232238879798728,1.0,"KIF18B, KIF2B",Pure_NetAn_GO
regulation of cytosolic calcium ion concentration,0.9574691640018274,0.6232238879798728,1.0,"RYR1, TRPC6",Pure_NetAn_GO
extrinsic apoptotic signaling pathway via death domain receptors,0.9574691640018274,0.6232238879798728,1.0,"GABARAP, NF1",Pure_NetAn_GO
T cell differentiation,0.9574691640018274,0.6232238879798728,1.0,"IKZF3, IL2",Pure_NetAn_GO
proteolysis,0.9488645971735716,0.6261346134150451,1.0,"ADAM11, AOPEP, CARD16, CARD18, CASP1, CASP12, CASP4, CASP5, MMP1, MMP10, MMP12, MMP13, MMP20, MMP27, MMP28, MMP3, MMP7, MMP8, NPEPPS, SCPEP1, SCRN2, SENP3, STAMBPL1",Pure_NetAn_GO
cytoplasmic translation,0.9256886114892158,0.6297275914189249,1.0,"RPL19, RPL23, RPL26, RPL27",Pure_NetAn_GO
AMP-activated protein kinase activity,0.9336558594516783,0.6301924327212853,1.0,"AKT1, ATM, ATR, BRAF, CHEK2, PIK3CA, RIPK1, SIK2, STK11, TTN, WNK4",Pure_NetAn_GO
endomembrane system,0.9221386640347066,0.6338429598339256,1.0,"CDK5RAP3, LZTR1, POGLUT3, RAB5C, SEC23B, SLC2A4",Pure_NetAn_GO
skeletal muscle cell differentiation,0.9361474036850921,0.6349559826162054,1.0,"HLF, KRAS",Pure_NetAn_GO
osteoclast differentiation,0.9361474036850921,0.6349559826162054,1.0,"MITF, NF1",Pure_NetAn_GO
positive regulation of B cell proliferation,0.9361474036850921,0.6349559826162054,1.0,"IL2, TNFSF13",Pure_NetAn_GO
vasodilation,0.9361474036850921,0.6349559826162054,1.0,"CPS1, EGFR",Pure_NetAn_GO
cytoskeletal protein binding,0.9361474036850921,0.6349559826162054,1.0,"DUSP3, LDB3",Pure_NetAn_GO
SNARE complex,0.9361474036850921,0.6349559826162054,1.0,"GOSR2, VAMP2",Pure_NetAn_GO
regulation of insulin secretion,0.9361474036850921,0.6349559826162054,1.0,"CCL5, GIP",Pure_NetAn_GO
mitochondrial translation,0.9155829940014887,0.6379333229520994,1.0,"MRPL10, MRPL27, MRPL45, MRPS23",Pure_NetAn_GO
epithelial cilium movement involved in extracellular fluid movement,1.0031554790590935,0.6396921495366373,1.0,DNAAF19,Pure_NetAn_GO
regulation of protein-containing complex assembly,1.0031554790590935,0.6396921495366373,1.0,GFAP,Pure_NetAn_GO
respiratory electron transport chain,1.0031554790590935,0.6396921495366373,1.0,SDHA,Pure_NetAn_GO
barbed-end actin filament capping,1.0031554790590935,0.6396921495366373,1.0,RDX,Pure_NetAn_GO
nuclear replication fork,1.0031554790590935,0.6396921495366373,1.0,EME1,Pure_NetAn_GO
nitric oxide biosynthetic process,1.0031554790590935,0.6396921495366373,1.0,AKT1,Pure_NetAn_GO
peptide cross-linking,1.0031554790590935,0.6396921495366373,1.0,KRT10,Pure_NetAn_GO
pattern recognition receptor signaling pathway,1.0031554790590935,0.6396921495366373,1.0,CASP1,Pure_NetAn_GO
blastocyst development,1.0031554790590935,0.6396921495366373,1.0,N4BP2L2,Pure_NetAn_GO
regulation of protein phosphorylation,1.0031554790590935,0.6396921495366373,1.0,KDM4D,Pure_NetAn_GO
nucleosome disassembly,1.0031554790590935,0.6396921495366373,1.0,SMARCE1,Pure_NetAn_GO
camera-type eye morphogenesis,1.0031554790590935,0.6396921495366373,1.0,NF1,Pure_NetAn_GO
channel activity,1.0031554790590935,0.6396921495366373,1.0,CHRNB1,Pure_NetAn_GO
negative regulation of programmed cell death,1.0031554790590935,0.6396921495366373,1.0,BECN1,Pure_NetAn_GO
sodium ion export across plasma membrane,1.0031554790590935,0.6396921495366373,1.0,ATP1B2,Pure_NetAn_GO
lamellipodium membrane,1.0031554790590935,0.6396921495366373,1.0,ITGB3,Pure_NetAn_GO
detection of temperature stimulus involved in sensory perception of pain,1.0031554790590935,0.6396921495366373,1.0,TAC4,Pure_NetAn_GO
peptidyl-tyrosine dephosphorylation,1.0031554790590935,0.6396921495366373,1.0,DUSP3,Pure_NetAn_GO
organ growth,1.0031554790590935,0.6396921495366373,1.0,YAP1,Pure_NetAn_GO
release of cytochrome c from mitochondria,1.0031554790590935,0.6396921495366373,1.0,TP53,Pure_NetAn_GO
regulation of transforming growth factor beta receptor signaling pathway,1.0031554790590935,0.6396921495366373,1.0,ITGA3,Pure_NetAn_GO
protein neddylation,1.0031554790590935,0.6396921495366373,1.0,DCUN1D5,Pure_NetAn_GO
proton-transporting ATP synthase complex,1.0031554790590935,0.6396921495366373,1.0,ATP5MC1,Pure_NetAn_GO
regulation of dendrite morphogenesis,1.0031554790590935,0.6396921495366373,1.0,STK11,Pure_NetAn_GO
positive regulation of phosphorylation,1.0031554790590935,0.6396921495366373,1.0,EGFR,Pure_NetAn_GO
lysosomal transport,1.0031554790590935,0.6396921495366373,1.0,GRN,Pure_NetAn_GO
anaphase-promoting complex,1.0031554790590935,0.6396921495366373,1.0,CDC27,Pure_NetAn_GO
TOR signaling,1.0031554790590935,0.6396921495366373,1.0,AKT1,Pure_NetAn_GO
triglyceride catabolic process,1.0031554790590935,0.6396921495366373,1.0,CPS1,Pure_NetAn_GO
mRNA destabilization,1.0031554790590935,0.6396921495366373,1.0,FXR2,Pure_NetAn_GO
cytoskeleton-dependent cytokinesis,1.0031554790590935,0.6396921495366373,1.0,SEPTIN4,Pure_NetAn_GO
intracellular membrane-bounded organelle,0.9524237730876812,0.6404445389300121,1.0,"ALOX12B, AP1B1, ATM, ATP6V0A1, BRAF, CALCOCO2, CAVIN1, CBX1, CDK5RAP3, CTNNA1, DBF4B, EFTUD2, EPN3, EVI2A, FANCL, GABARAP, HEXIM1, HNF1B, HSPB9, LIPF, LIPJ, LIPK, LIPN, MAP3K14, MPO, MSH6, MSI2, MTMR2, NBR1, NISCH, P3H4, PLEKHM1, RAD51C, RUNDC3A, SENP3, SLC35B1, STARD3, TYR, VAMP2, VPS25, XRCC2",Pure_NetAn_GO
protein serine/threonine kinase activity,0.9326002919741007,0.6421807759710658,1.0,"AKT1, ATM, ATR, AURKB, BMPR1A, BRAF, CHEK2, MAP3K14, PLK1, PLK2, PPM1D, RIPK1, SIK2, STK11, TTN, WNK4",Pure_NetAn_GO
cellular response to amino acid starvation,0.9157526764256063,0.64639981643039,1.0,"BECN1, SESN3",Pure_NetAn_GO
immunological synapse,0.9157526764256063,0.64639981643039,1.0,"DUSP3, SKAP1",Pure_NetAn_GO
positive regulation of protein secretion,0.9157526764256063,0.64639981643039,1.0,"EXPH5, TTN",Pure_NetAn_GO
negative regulation of Wnt signaling pathway,0.9157526764256063,0.64639981643039,1.0,"RNF43, SOST",Pure_NetAn_GO
positive regulation of T cell differentiation,0.9157526764256063,0.64639981643039,1.0,"SMARCE1, XBP1",Pure_NetAn_GO
transmembrane transporter binding,0.9087833668483982,0.6471726705453084,1.0,"HAP1, HERPUD1, KCNAB3, PPP1R9B, RANGRF, TCAP",Pure_NetAn_GO
muscle organ development,0.8960167984401448,0.6539859565240305,1.0,"CRYAB, SGCA, UNC45B, XBP1",Pure_NetAn_GO
regulation of smoothened signaling pathway,0.9575118656443957,0.6560369910559737,1.0,MKS1,Pure_NetAn_GO
translation initiation factor binding,0.9575118656443957,0.6560369910559737,1.0,EIF2B5,Pure_NetAn_GO
regulation of tumor necrosis factor-mediated signaling pathway,0.9575118656443957,0.6560369910559737,1.0,NKIRAS2,Pure_NetAn_GO
telomerase holoenzyme complex,0.9575118656443957,0.6560369910559737,1.0,WRAP53,Pure_NetAn_GO
oligosaccharide metabolic process,0.9575118656443957,0.6560369910559737,1.0,FUT4,Pure_NetAn_GO
cholesterol transport,0.9575118656443957,0.6560369910559737,1.0,STARD3,Pure_NetAn_GO
T cell activation involved in immune response,0.9575118656443957,0.6560369910559737,1.0,LCP1,Pure_NetAn_GO
response to cadmium ion,0.9575118656443957,0.6560369910559737,1.0,CDKN1B,Pure_NetAn_GO
nuclear-transcribed mRNA catabolic process,0.9575118656443957,0.6560369910559737,1.0,DIS3L2,Pure_NetAn_GO
peripheral nervous system development,0.9575118656443957,0.6560369910559737,1.0,NF1,Pure_NetAn_GO
phospholipase binding,0.9575118656443957,0.6560369910559737,1.0,STXBP1,Pure_NetAn_GO
chaperone-mediated protein complex assembly,0.9575118656443957,0.6560369910559737,1.0,PTGES3L,Pure_NetAn_GO
telomerase RNA binding,0.9575118656443957,0.6560369910559737,1.0,WRAP53,Pure_NetAn_GO
C-C chemokine binding,0.9575118656443957,0.6560369910559737,1.0,CCR10,Pure_NetAn_GO
developmental growth,0.9575118656443957,0.6560369910559737,1.0,BMPR1A,Pure_NetAn_GO
negative regulation of MAP kinase activity,0.9575118656443957,0.6560369910559737,1.0,CDK5RAP3,Pure_NetAn_GO
negative regulation of axon extension,0.9575118656443957,0.6560369910559737,1.0,CDH1,Pure_NetAn_GO
1-phosphatidylinositol-4-phosphate 3-kinase activity,0.9575118656443957,0.6560369910559737,1.0,PIK3CA,Pure_NetAn_GO
G-protein beta-subunit binding,0.9575118656443957,0.6560369910559737,1.0,GNGT2,Pure_NetAn_GO
"mRNA splicing, via spliceosome",0.9053132848429498,0.6572222845057838,1.0,"CASC3, CWC15, CWC25, CWF19L2, DDX41, DHX8, EFTUD2, SRSF1",Pure_NetAn_GO
release of sequestered calcium ion into cytosol,0.8962258099005667,0.6575573946781971,1.0,"CCR7, RYR1",Pure_NetAn_GO
mitotic metaphase chromosome alignment,0.8962258099005667,0.6575573946781971,1.0,"BECN1, KPNB1",Pure_NetAn_GO
platelet aggregation,0.8962258099005667,0.6575573946781971,1.0,"ITGB3, STXBP1",Pure_NetAn_GO
negative regulation of interleukin-1 beta production,0.8962258099005667,0.6575573946781971,1.0,"CARD16, CARD18",Pure_NetAn_GO
multivesicular body assembly,0.8962258099005667,0.6575573946781971,1.0,"SNF8, VPS25",Pure_NetAn_GO
voltage-gated potassium channel activity,0.8962258099005667,0.6575573946781971,1.0,"KCNAB3, KCNH4",Pure_NetAn_GO
dendrite,0.9272866164671497,0.6575939232642571,1.0,"ARHGEF15, BECN1, BMPR1A, CASC3, GPR179, GRIA4, HAP1, MAPT, MTMR2, NF1, NR1D1, PLK2, PLXDC1, PPP1R9B, RARA, RET, SAMD14, SEPTIN4, SRCIN1",Pure_NetAn_GO
caveola,0.8897894408705755,0.6578272535320946,1.0,"BMPR1A, CAVIN1, RANGRF",Pure_NetAn_GO
voltage-gated calcium channel activity,0.8897894408705755,0.6578272535320946,1.0,"CACNA1G, CACNB1, RYR1",Pure_NetAn_GO
anatomical structure morphogenesis,0.8920943821760525,0.6601655225862502,1.0,"EZH1, HOXB5, KRT35, LHX1, NFE2L1",Pure_NetAn_GO
chromatin organization,0.8984540527223454,0.6612244058123695,1.0,"ATXN7L3, KANSL1, MBTD1, MLLT6, SOX15, TOP2A, ZNF462",Pure_NetAn_GO
ERAD pathway,0.8865426405893889,0.6618311422322235,1.0,"HERPUD1, TMUB2, TRIM25, XBP1",Pure_NetAn_GO
positive regulation of JNK cascade,0.8865426405893889,0.6618311422322235,1.0,"CCR7, DVL2, RB1CC1, RIPK1",Pure_NetAn_GO
ruffle,0.8865426405893889,0.6618311422322235,1.0,"BCAR1, LAYN, LCP1, NME2",Pure_NetAn_GO
cytoskeleton organization,0.8894558064837055,0.6666062971089783,1.0,"CCL3, CNTNAP1, CTNNA2, KRT13, KRT16, KRT25",Pure_NetAn_GO
GDP binding,0.8773893360160966,0.6667559267518317,1.0,"KRAS, NME2, RAB5C",Pure_NetAn_GO
methylated histone binding,0.8773893360160966,0.6667559267518317,1.0,"CBX1, MBTD1, MSH6",Pure_NetAn_GO
response to hypoxia,0.8929660238751148,0.6671688430436747,1.0,"ATM, BECN1, BIRC2, CRYAB, ERCC3, NF1, RYR1",Pure_NetAn_GO
endocytosis,0.8929660238751148,0.6671688430436747,1.0,"EPN3, MYCBPAP, MYO19, MYO7A, NME1, RAB5C, SYNRG",Pure_NetAn_GO
enzyme inhibitor activity,0.8775125628140703,0.6684311326611779,1.0,"FRY, SLN",Pure_NetAn_GO
positive regulation of Notch signaling pathway,0.8775125628140703,0.6684311326611779,1.0,"STAT3, YAP1",Pure_NetAn_GO
negative regulation of insulin receptor signaling pathway,0.8775125628140703,0.6684311326611779,1.0,"GRB7, PIP4K2B",Pure_NetAn_GO
phosphatidylinositol binding,0.8772658610271903,0.6695546704272368,1.0,"GRB7, MAPT, NISCH, TOM1L1",Pure_NetAn_GO
histone methyltransferase complex,0.9158372620918457,0.671641082602463,1.0,MEN1,Pure_NetAn_GO
pancreas development,0.9158372620918457,0.671641082602463,1.0,HNF1B,Pure_NetAn_GO
phosphatidylinositol-mediated signaling,0.9158372620918457,0.671641082602463,1.0,PIK3CA,Pure_NetAn_GO
homeostasis of number of cells,0.9158372620918457,0.671641082602463,1.0,CCR7,Pure_NetAn_GO
endoplasmic reticulum quality control compartment,0.9158372620918457,0.671641082602463,1.0,HERPUD1,Pure_NetAn_GO
protein N-linked glycosylation via asparagine,0.9158372620918457,0.671641082602463,1.0,B4GALNT2,Pure_NetAn_GO
response to immobilization stress,0.9158372620918457,0.671641082602463,1.0,PPP1R9B,Pure_NetAn_GO
phagophore assembly site membrane,0.9158372620918457,0.671641082602463,1.0,RB1CC1,Pure_NetAn_GO
negative regulation of fibroblast growth factor receptor signaling pathway,0.9158372620918457,0.671641082602463,1.0,NGFR,Pure_NetAn_GO
stress-activated MAPK cascade,0.9158372620918457,0.671641082602463,1.0,CRYAB,Pure_NetAn_GO
negative regulation of neurogenesis,0.9158372620918457,0.671641082602463,1.0,BMPR1A,Pure_NetAn_GO
organic anion transmembrane transporter activity,0.9158372620918457,0.671641082602463,1.0,SLC19A1,Pure_NetAn_GO
negative regulation of type I interferon-mediated signaling pathway,0.9158372620918457,0.671641082602463,1.0,MMP12,Pure_NetAn_GO
stress fiber assembly,0.9158372620918457,0.671641082602463,1.0,BRAF,Pure_NetAn_GO
negative regulation of keratinocyte proliferation,0.9158372620918457,0.671641082602463,1.0,MED1,Pure_NetAn_GO
intracellular potassium ion homeostasis,0.9158372620918457,0.671641082602463,1.0,ATP1B2,Pure_NetAn_GO
